sentence_id,words,labels
162,開始,O
162,し,O
162,た,O
162,。,O
162,20,B-EL
162,時,I-EL
162,10,I-EL
162,分,I-EL
162,頃,I-EL
162,、,I-EL
162,保温,I-EL
162,材,I-EL
162,を,I-EL
162,取り外し,I-EL
162,、,I-EL
162,逆,I-EL
162,止,I-EL
162,弁,I-EL
162,の,I-EL
162,分割,I-EL
162,面,I-EL
162,から,I-EL
162,漏えい,I-EL
162,し,I-EL
162,て,I-EL
162,いる,I-EL
162,こと,I-EL
162,を,I-EL
162,特定,I-EL
162,。,O
162,20,O
162,時,O
162,30,O
162,分,O
162,頃,O
162,、,O
162,ボルト,O
162,を,O
162,増し,O
162,締め,O
162,し,O
162,、,O
162,漏えい,O
162,を,O
162,停止,O
162,。,O
384,021,O
384,-,O
384,335,O
384,事故,O
384,発生,O
384,日,O
384,当日,O
384,の,O
384,8,O
384,時,O
384,00,O
384,分,O
384,頃,O
384,、,O
384,運転,O
384,員,O
384,が,O
384,現場,O
384,巡回,O
384,中,O
384,に,O
384,異,O
384,音,O
384,に,O
384,気づき,O
384,調査,O
384,を,O
384,実施,O
384,し,O
384,た,O
384,が,O
384,、,O
384,発生,O
384,源,O
384,の,O
384,特定,O
384,に,O
384,は,O
384,至ら,O
384,なかっ,O
384,た,O
384,ため,O
384,、,O
384,異,O
384,音,O
384,が,O
384,発生,O
384,し,O
384,て,O
384,いる,O
384,周辺,O
384,の,O
384,配管,O
384,の,O
384,縁切り,O
384,作業,O
384,を,O
384,実施,O
384,し,O
384,た,O
384,ところ,O
384,、,O
384,異,O
384,音,O
384,が,O
384,消失,O
384,し,O
384,た,O
384,。,O
384,その後,O
384,、,O
384,周辺,B-EL
384,配管,I-EL
384,の,I-EL
384,詳細,I-EL
384,点検,I-EL
384,を,I-EL
384,実施,I-EL
384,し,I-EL
384,た,I-EL
384,ところ,I-EL
384,、,I-EL
384,9,I-EL
384,時,I-EL
384,35,I-EL
384,分,I-EL
384,ごろ,I-EL
384,に,I-EL
384,異,I-EL
384,音,I-EL
384,の,I-EL
384,発生,I-EL
384,源,I-EL
384,が,I-EL
384,判明,I-EL
384,し,I-EL
384,、,I-EL
384,配管,I-EL
384,から,I-EL
384,の,I-EL
384,高圧,I-EL
384,ガス,I-EL
384,の,I-EL
384,漏えい,I-EL
384,を,I-EL
384,確認,I-EL
384,し,I-EL
384,た,I-EL
384,もの,I-EL
384,。,O
983,019,O
983,-,O
983,701,O
983,令和,B-EL
983,元年,I-EL
983,10,I-EL
983,月,I-EL
983,29,I-EL
983,日,I-EL
983,11,I-EL
983,時,I-EL
983,00,I-EL
983,分,I-EL
983,頃,I-EL
983,、,I-EL
983,製造,I-EL
983,施設,I-EL
983,の,I-EL
983,冷凍,I-EL
983,機,I-EL
983,廻り,I-EL
983,の,I-EL
983,外部,I-EL
983,腐食,I-EL
983,状況,I-EL
983,を,I-EL
983,確認,I-EL
983,し,I-EL
983,て,I-EL
983,い,I-EL
983,た,I-EL
983,ところ,I-EL
983,、,I-EL
983,油,I-EL
983,戻し,I-EL
983,蒸発,I-EL
983,器,I-EL
983,の,I-EL
983,ノズル,I-EL
983,付近,I-EL
983,から,I-EL
983,フロンガス,I-EL
983,22,I-EL
983,の,I-EL
983,漏えい,I-EL
983,を,I-EL
983,確認,I-EL
983,し,I-EL
983,た,I-EL
983,。,O
430,018,O
430,-,O
430,406,O
430,定期,B-EL
430,補修,I-EL
430,工事,I-EL
430,において,I-EL
430,配管,I-EL
430,耐圧,I-EL
430,試験,I-EL
430,の,I-EL
430,準備,I-EL
430,作業,I-EL
430,の,I-EL
430,ため,I-EL
430,、,I-EL
430,社員,I-EL
430,が,I-EL
430,指示,I-EL
430,し,I-EL
430,た,I-EL
430,第,I-EL
430,一,I-EL
430,アルキル,I-EL
430,化,I-EL
430,反応,I-EL
430,器,I-EL
430,(,I-EL
430,DC,I-EL
430,-,I-EL
430,101,I-EL
430,),I-EL
430,入口,I-EL
430,付帯,I-EL
430,配管,I-EL
430,バルブ,I-EL
430,を,I-EL
430,協力,I-EL
430,会社,I-EL
430,従業,I-EL
430,員,I-EL
430,3,I-EL
430,名,I-EL
430,で,I-EL
430,取り外そ,I-EL
430,う,I-EL
430,と,I-EL
430,フランジ,I-EL
430,を,I-EL
430,開放,I-EL
430,し,I-EL
430,た,I-EL
430,時,I-EL
430,、,I-EL
430,バルブ,I-EL
430,上流,I-EL
430,側,I-EL
430,フランジ,I-EL
430,部,I-EL
430,より,I-EL
430,高圧,I-EL
430,ミスト,I-EL
430,が,I-EL
430,噴出,I-EL
430,し,I-EL
430,作業,B-DH
430,員,I-DH
430,2,I-DH
430,名,I-DH
430,が,I-DH
430,被災,B-DH
430,し,I-DH
430,た,I-DH
430,。,O
430,事前,B-C
430,の,I-C
430,打ち合わせ,I-C
430,で,I-C
430,確認,I-C
430,し,I-C
430,た,I-C
430,作業,I-C
430,箇所,I-C
430,を,I-C
430,誤認,I-C
430,し,I-C
430,、,I-C
430,更に,I-C
430,打ち合わせ,I-C
430,で,I-C
430,定め,I-C
430,た,I-C
430,昇圧,I-C
430,口,I-C
430,を,I-C
430,現場,I-C
430,で,I-C
430,変更,I-C
430,し,I-C
430,た,I-C
430,こと,I-C
430,で,I-C
430,、,I-C
430,耐圧,I-C
430,試験,I-C
430,後,I-C
430,の,I-C
430,脱,I-C
430,圧し,I-C
430,て,I-C
430,い,I-C
430,ない,I-C
430,他,I-C
430,配管,I-C
430,系,I-C
430,フランジ,I-C
430,部,I-C
430,を,I-C
430,開放,I-C
430,し,I-C
430,た,I-C
430,ため,I-C
430,、,O
430,配管,B-EL
430,中,I-EL
430,に,I-EL
430,あっ,I-EL
430,た,I-EL
430,耐圧,I-EL
430,試験,I-EL
430,用,I-EL
430,窒素,I-EL
430,ガス,I-EL
430,、,I-EL
430,水分,I-EL
430,および,I-EL
430,ゴミ,I-EL
430,(,I-EL
430,錆び,I-EL
430,),I-EL
430,が,I-EL
430,噴出,I-EL
430,し,I-EL
430,被災,O
430,し,O
430,た,O
430,。,O
975,986,O
975,-,O
975,013,O
975,化学,B-EL
975,工場,I-EL
975,で,I-EL
975,石油,I-EL
975,樹脂,I-EL
975,に,I-EL
975,高温,I-EL
975,、,I-EL
975,高圧,I-EL
975,下,I-EL
975,で,I-EL
975,水素,I-EL
975,を,I-EL
975,添加,I-EL
975,し,I-EL
975,て,I-EL
975,合成,I-EL
975,接着,I-EL
975,剤,I-EL
975,を,I-EL
975,製造,I-EL
975,し,I-EL
975,て,I-EL
975,い,I-EL
975,た,I-EL
975,ところ,I-EL
975,、,I-EL
975,反応,I-EL
975,塔,I-EL
975,下部,I-EL
975,の,I-EL
975,水素,I-EL
975,供給,I-EL
975,配管,I-EL
975,に,I-EL
975,取り付い,I-EL
975,て,I-EL
975,いる,I-EL
975,逆,I-EL
975,止,I-EL
975,弁,I-EL
975,の,I-EL
975,フランジ,I-EL
975,部,I-EL
975,から,I-EL
975,水素,I-EL
975,ガス,I-EL
975,が,I-EL
975,漏えい,I-EL
975,し,I-EL
975,、,O
975,静電気,B-C
975,により,I-C
975,着火,B-EO
975,し,I-EO
975,た,I-EO
975,。,O
975,ガス,B-C
975,ケット,I-C
975,に,I-C
975,アルミ,I-C
975,を,I-C
975,使用,I-C
975,し,I-C
975,て,I-C
975,おり,I-C
975,、,I-C
975,高温,I-C
975,により,I-C
975,アルミ,I-C
975,が,I-C
975,変形,I-C
975,し,I-C
975,締,I-C
975,付,I-C
975,力,I-C
975,が,I-C
975,低下,I-C
975,し,I-C
975,て,I-C
975,い,I-C
975,た,I-C
975,もの,I-C
975,。,O
157,021,O
157,-,O
157,206,O
157,酸素,B-EL
157,充填,I-EL
157,ポンプ,I-EL
157,の,I-EL
157,始動,I-EL
157,前,I-EL
157,の,I-EL
157,ポンプ,I-EL
157,冷却,I-EL
157,中,I-EL
157,に,I-EL
157,、,I-EL
157,コールド,I-EL
157,エンド,I-EL
157,吸入,I-EL
157,部,I-EL
157,の,I-EL
157,ガス,I-EL
157,ケット,I-EL
157,より,I-EL
157,漏えい,I-EL
157,が,I-EL
157,認め,I-EL
157,られ,I-EL
157,た,I-EL
157,。,O
157,ボルト,O
157,の,O
157,増し,O
157,締め,O
157,を,O
157,行う,O
157,も,O
157,漏えい,O
157,が,O
157,停止,O
157,し,O
157,なかっ,O
157,た,O
157,。,O
157,分解,B-C
157,し,I-C
157,た,I-C
157,ところ,I-C
157,ガス,I-C
157,ケット,I-C
157,に,I-C
157,破損,I-C
157,が,I-C
157,見,I-C
157,られ,I-C
157,た,I-C
157,ため,I-C
157,取替え,O
157,を,O
157,行い,O
157,、,O
157,運転,O
157,を,O
157,継続,O
157,し,O
157,た,O
157,。,O
438,021,O
438,-,O
438,513,O
438,通常,O
438,運転,O
438,中,O
438,の,O
438,10,O
438,/,O
438,29,O
438,　,O
438,19,O
438,時,O
438,30,O
438,分,O
438,頃,O
438,、,O
438,当該,O
438,機器,O
438,（,O
438,プレート,O
438,式,O
438,熱,O
438,交換,O
438,器,O
438,）,O
438,の,O
438,温水,O
438,ユニット,O
438,付近,O
438,に,O
438,硫化,O
438,水素,O
438,臭,O
438,が,O
438,あっ,O
438,た,O
438,。,O
438,ユニット,B-EL
438,の,I-EL
438,オーバー,I-EL
438,フロー,I-EL
438,水,I-EL
438,を,I-EL
438,分析,I-EL
438,し,I-EL
438,た,I-EL
438,所,I-EL
438,、,I-EL
438,硫酸,I-EL
438,イオン,I-EL
438,を,I-EL
438,検出,I-EL
438,し,I-EL
438,た,I-EL
438,ため,I-EL
438,、,I-EL
438,当該,I-EL
438,機器,I-EL
438,を,I-EL
438,含む,I-EL
438,熱,I-EL
438,交換,I-EL
438,器,I-EL
438,から,I-EL
438,の,I-EL
438,硫化,I-EL
438,カルボニル,I-EL
438,（,I-EL
438,COS,I-EL
438,）,I-EL
438,の,I-EL
438,漏えい,I-EL
438,が,I-EL
438,疑わ,I-EL
438,れ,I-EL
438,た,I-EL
438,。,O
438,直ちに,O
438,、,O
438,設備,O
438,の,O
438,稼働,O
438,を,O
438,停止,O
438,し,O
438,、,O
438,COS,O
438,を,O
438,除去,O
438,し,O
438,た,O
438,後,O
438,、,O
438,各,O
438,熱,O
438,交換,O
438,器,O
438,の,O
438,温水,O
438,入口,O
438,側,O
438,から,O
438,窒素,O
438,による,O
438,気密,O
438,試験,O
438,（,O
438,0,O
438,.,O
438,5,O
438,MPa,O
438,）,O
438,を,O
438,行っ,O
438,た,O
438,所,O
438,、,O
438,5,O
438,分間,O
438,で,O
438,0,O
438,.,O
438,25,O
438,MPa,O
438,以上,O
438,の,O
438,圧力,O
438,低下,O
438,を,O
438,認め,O
438,た,O
438,為,O
438,、,O
438,報告,O
438,し,O
438,た,O
438,。,O
438,現在,O
438,は,O
438,、,O
438,設備,O
438,全体,O
438,を,O
438,窒素,O
438,置換,O
438,し,O
438,、,O
438,高圧,O
438,ガス,O
438,製造,O
438,及び,O
438,原料,O
438,ガス,O
438,の,O
438,供給,O
438,も,O
438,停止,O
438,し,O
438,て,O
438,いる,O
438,。,O
822,012,O
822,-,O
822,120,O
822,10,O
822,時,O
822,頃,O
822,、,O
822,事業,O
822,所,O
822,を,O
822,循環,O
822,し,O
822,て,O
822,いる,O
822,冷却,O
822,水,O
822,配管,O
822,に,O
822,可燃,O
822,性,O
822,ガス,O
822,の,O
822,混入,O
822,が,O
822,確認,O
822,さ,O
822,れ,O
822,た,O
822,。,O
822,直ちに,B-EL
822,調査,I-EL
822,し,I-EL
822,た,I-EL
822,ところ,I-EL
822,、,I-EL
822,重油,I-EL
822,直接,I-EL
822,脱硫,I-EL
822,装置,I-EL
822,の,I-EL
822,熱,I-EL
822,交換,I-EL
822,器,I-EL
822,から,I-EL
822,、,I-EL
822,ガス,I-EL
822,が,I-EL
822,漏えい,I-EL
822,し,I-EL
822,て,I-EL
822,いる,I-EL
822,こと,I-EL
822,を,I-EL
822,発見,I-EL
822,し,I-EL
822,た,I-EL
822,。,O
822,17,O
822,時,O
822,頃,O
822,に,O
822,同,O
822,装置,O
822,の,O
822,停止,O
822,操作,O
822,を,O
822,開始,O
822,し,O
822,、,O
822,17,O
822,時,O
822,15,O
822,分,O
822,に,O
822,県,O
822,に,O
822,通報,O
822,し,O
822,た,O
822,。,O
822,同,O
822,装置,O
822,の,O
822,停止,O
822,後,O
822,、,O
822,漏えい,O
822,し,O
822,た,O
822,冷却,O
822,装置,O
822,の,O
822,全,O
822,チューブ,O
822,の,O
822,超,O
822,音波,O
822,肉,O
822,厚,O
822,測定,O
822,を,O
822,行っ,O
822,て,O
822,、,O
822,漏れ,O
822,た,O
822,チューブ,O
822,だけ,O
822,で,O
